料理大王		357	2	1	1						6	6	6	10	4	4	4	6	6	4	6	4	10	6	4	10	10	10	10	10	10	10	10					
见习药剂师		361	2	0	0						4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4					
药剂师		362	2	5000	400						6	6	6	6	4	4	4	6	6	4	6	4	6	6	4	6	6	6	6	6	6	6	6					
资深药剂师		363	2	10000	1400						6	6	6	8	4	4	4	6	6	4	6	4	8	6	4	8	8	8	8	8	8	8	8					
御用药剂师		364	2	20000	2900						6	6	6	10	4	4	4	6	6	4	6	4	10	6	4	10	10	10	10	10	10	10	10					
大药师		365	2	1	1						6	6	6	10	4	4	4	6	6	4	6	4	10	6	4	10	10	10	10	10	10	10	10					
药神		366	2	1	1						6	6	6	10	4	4	4	6	6	4	6	4	10	6	4	10	10	10	10	10	10	10	10					
药仙		367	2	1	1						6	6	6	10	4	4	4	6	6	4	6	4	10	6	4	10	10	10	10	10	10	10	10					
见习武器修理师		371	2	0	0						4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4					
武器修理师		372	2	5000	400						6	6	6	4	6	6	6	6	6	6	6	6	4	6	6	6	6	6	6	6	6	6	6					
资深武器修理师		373	2	10000	1900						8	8	8	4	6	6	6	8	8	6	8	6	4	8	6	8	8	8	8	8	8	8	8					
御用武器修理师		374	2	20000	3700						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
大武器修理师		375	2	1	1						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
武器修理高人		376	2	1	1						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
武器修理圣手		377	2	1	1						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
见习防具修理师		381	2	0	0						4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4					
防具修理师		382	2	5000	400						6	6	6	4	6	6	6	6	6	6	6	6	4	6	6	6	6	6	6	6	6	6	6					
资深防具修理师		383	2	10000	1900						8	8	8	4	6	6	6	8	8	6	8	6	4	8	6	8	8	8	8	8	8	8	8					
御用防具修理师		384	2	20000	3700						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
大防具修理师		385	2	1	1						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
防具修理高人		386	2	1	1						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
防具修理圣手		387	2	1	1						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
见习鉴定师		391	2	0	0						4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4					
鉴定师		392	2	5000	400						4	4	4	6	6	6	6	4	4	6	4	6	6	4	6	6	6	6	6	6	6	6	6					
资深鉴定师		393	2	10000	1900						4	4	4	6	8	8	8	4	4	8	4	8	6	4	8	8	8	8	8	8	8	8	8					
御用鉴定师		394	2	20000	3700						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
鉴定大师		395	2	1	1						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
高级鉴定师		396	2	1	1						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
鉴定始祖		397	2	1	1						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
见习侦探		411	2	0	0						4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4					
侦探		412	2	5000	400						6	6	6	6	4	4	4	6	6	4	6	4	6	6	4	6	6	6	6	6	6	6	6					
资深侦探		413	2	10000	1900						6	6	6	8	4	4	4	6	6	4	6	4	8	6	4	8	8	8	8	8	8	8	8					
御用侦探		414	2	20000	3700						6	6	6	10	4	4	4	6	6	4	6	4	10	6	4	10	10	10	10	10	10	10	10					
大侦探		415	2	1	1						6	6	6	10	4	4	4	6	6	4	6	4	10	6	4	10	10	10	10	10	10	10	10					
名侦探		416	2	1	1						6	6	6	10	4	4	4	6	6	4	6	4	10	6	4	10	10	10	10	10	10	10	10					
神侦探		417	2	1	1						6	6	6	10	4	4	4	6	6	4	6	4	10	6	4	10	10	10	10	10	10	10	10					
见习道童		421	2	0	0						4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4					
道童		422	2	5000	400						6	6	6	6	4	4	4	6	6	4	6	4	6	6	4	6	6	6	6	6	6	6	6					
仙人学徒		423	2	10000	1900						6	6	6	8	4	4	4	6	6	4	6	4	8	6	4	8	8	8	8	8	8	8	8					
仙人		424	2	20000	3700						6	6	6	10	4	4	4	6	6	4	6	4	10	6	4	10	10	10	10	10	10	10	10					
神仙		425	2	1	1						6	6	6	10	4	4	4	6	6	4	6	4	10	6	4	10	10	10	10	10	10	10	10					
大仙		426	2	1	1						6	6	6	10	4	4	4	6	6	4	6	4	10	6	4	10	10	10	10	10	10	10	10					
上仙		427	2	1	1						6	6	6	10	4	4	4	6	6	4	6	4	10	6	4	10	10	10	10	10	10	10	10					
见习护士		431	2	0	0						4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4					
护士		432	2	5000	400						6	6	6	4	6	6	6	6	6	6	6	6	4	6	6	6	6	6	6	6	6	6	6					
资深护士		433	2	10000	1900						8	8	8	4	6	6	6	8	8	6	8	6	4	8	6	8	8	8	8	8	8	8	8					
护士长		434	2	20000	3700						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
大护士		435	2	1	1						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
大护士长		436	2	1	1						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
著名护士		437	2	1	1						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
见习医师		441	2	0	0						4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4					
医师		442	2	5000	400						6	6	6	4	6	6	6	6	6	6	6	6	4	6	6	6	6	6	6	6	6	6	6					
资深医师		443	2	10000	1900						8	8	8	4	6	6	6	8	8	6	8	6	4	8	6	8	8	8	8	8	8	8	8					
御用医师		444	2	20000	3700						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
大医师		445	2	1	1						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
神医师		446	2	1	1						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
名医师		447	2	1	1						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
见习伐木工		451	2	0	0						4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4					
伐木工		452	2	5000	300						6	6	6	6	4	4	4	6	6	4	6	4	6	6	4	6	6	6	6	6	6	6	6					
资深伐木工		453	2	10000	1200						6	6	6	8	4	4	4	6	6	4	6	4	8	6	4	8	8	8	8	8	8	8	8					
御用伐木工		454	2	20000	2500						6	6	6	10	4	4	4	6	6	4	6	4	10	6	4	10	10	10	10	10	10	10	10					
高级伐木工		455	2	1	1						6	6	6	10	4	4	4	6	6	4	6	4	10	6	4	10	10	10	10	10	10	10	10					
老练伐木工		456	2	1	1						6	6	6	10	4	4	4	6	6	4	6	4	10	6	4	10	10	10	10	10	10	10	10					
无敌伐木工		457	2	1	1						6	6	6	10	4	4	4	6	6	4	6	4	10	6	4	10	10	10	10	10	10	10	10					
见习猎人		461	2	0	0						4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4					
猎人		462	2	5000	300						4	4	4	6	6	6	6	4	4	6	4	6	6	4	6	6	6	6	6	6	6	6	6					
资深猎人		463	2	10000	1200						4	4	4	6	8	8	8	4	4	8	4	8	6	4	8	8	8	8	8	8	8	8	8					
御用猎人		464	2	20000	2500						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
打猎高手		465	2	1	1						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
猎物克星		466	2	1	1						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
猎神		467	2	1	1						4	4	4	6	10	10	10	4	4	10	4	10	6	4	10	10	10	10	10	10	10	10	10					
见习矿工		471	2	0	0						4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4					
矿工		472	2	5000	300						6	6	6	4	6	6	6	6	6	6	6	6	4	6	6	6	6	6	6	6	6	6	6					
资深矿工		473	2	10000	1200						8	8	8	4	6	6	6	8	8	6	8	6	4	8	6	8	8	8	8	8	8	8	8					
御用矿工		474	2	20000	2500						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
高级矿工		475	2	1	1						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
矿王		476	2	1	1						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
矿神		477	2	1	1						10	10	10	4	6	6	6	10	10	6	10	6	4	10	6	10	10	10	10	10	10	10	10					
实习程序猿		481	1	0	0						10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10					
转正程序猿		482	1	0	0						10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10					
初级程序猿		483	1	0	0						10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10					
中级程序猿		484	1	0	0						10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10					
高级程序猿		485	1	0	0						10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10					
攻城狮		486	1	0	0						10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10					
架构狮		487	1	0	0						10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10					
