深绿的山道	海拔	00M	704	0	1	1	86400	0	33000	290	436	290	436	0	33246	7	10	7	10	1	0	9344	100	0	0	0	0	0	0	103012	103012	103012	103012	17962	17963	0	0	1	13	13	25	45	25	45	10	20	10	20	19003	18	30	1	0	0	215	0	10094	100	4	1	10090	100	4	1	10091	100	4	1	12458	100	62	1	12459	100	50	1	12463	100	3	1	12460	100	2	1	11627	100	1	1	12471	100	5	1	15064	50	1	1				-1																	220	5
盗贼的老巢	地下	层	705	0	1	1	86400	0	47000	11	6	11	6	0	47001	19	30	19	30	1	1	9555	100	0	0	0	0	0	0	103012	103012	103012	103012	17974	17975	0	0	1	5	5	50	50	50	50	10	10	10	10	24000	25	30	1	3	6	214	0																																												-1																	214	0
未知	地下	层	799	0	1	1	86400	0	33232	15	14	15	14	0	33233	7	13	7	13	1	1	9564	100	0	0	0	0	0	0	15562	17978	15561	17979	17978	17979	0	0	1	1	1	50	60	50	60	10	18	10	18	20003	1	100	10	3	2	215	0																																												-1	321012	100	321013	100	321014	100	40484	100	40485	100	40486	100					215	12
雷姆而山	 ~	00M	800	0	1	1	86400	0	47007	7	3	7	3	0	47005	55	20	55	20	1	0	7639	100	0	0	0	0	0	0	103012	103012	103012	103012	17952	17953	0	0	1	9	9	40	60	40	60	10	20	10	20	24002	29	31	1	3	6	214	0																																												-1																		3
雷姆而山	 ~1	00M	801	0	1	1	86400	0	47005	70	16	70	16	0	47006	60	54	60	54	1	0	7639	100	0	0	0	0	0	0	0	103012	103012	103012	17952	17953	0	0	1	7	7	40	60	40	60	10	20	10	20	24003	31	33	1	3	6	214	0																																												-1																		3
雷姆而山	 ~	00M	802	0	1	1	86400	0	47007	10	6	10	6	0	47006	32	63	32	63	1	0	7639	100	0	0	0	0	0	0	17952	17953	17953	17952	17952	17953	0	0	1	17	17	40	60	40	60	10	20	10	20	24004	48	52	1	3	16	214	0																																												-1																		3
伊姆尔森林			803	0	1	1	86400	0	47010	31	7	31	7	0	47011	10	14	10	14	1	0	9482	100	0	0	0	0	0	0	103012	103012	103012	103012	17964	17965	0	0	0	1	1	100	100	100	100	10	20	10	20	23001	71	73	1	3	2	213	0	15067	20	10	1	15068	20	10	1	15069	20	10	2	15070	20	10	2	15071	20	10	3	15072	20	10	3	15073	20	10	4	15074	20	10	4	15075	20	10	5	15076	20	10	5				-1																		0
伊姆尔森林			804	0	1	1	86400	0	47011	29	11	29	11	0	47013	52	48	52	48	1	0	9482	100	0	0	0	0	0	0	103012	103012	103012	103012	17964	17965	0	0	0	1	1	100	100	100	100	10	20	10	20	23001	71	73	1	3	2	213	0	15067	20	10	1	15068	20	10	1	15069	20	10	2	15070	20	10	2	15071	20	10	3	15072	20	10	3	15073	20	10	4	15074	20	10	4	15075	20	10	5	15076	20	10	5				-1																		0
伊姆尔森林			805	0	1	1	86400	0	47013	36	39	36	39	0	47014	55	34	55	34	1	0	9482	100	0	0	0	0	0	0	103012	103012	103012	103012	17964	17965	0	0	0	1	1	100	100	100	100	10	20	10	20	23001	71	73	1	3	2	213	0	15067	20	10	1	15068	20	10	1	15069	20	10	2	15070	20	10	2	15071	20	10	3	15072	20	10	3	15073	20	10	4	15074	20	10	4	15075	20	10	5	15076	20	10	5				-1																		0
伊姆尔森林			806	0	1	1	86400	0	47014	11	35	11	35	0	47017	22	23	22	23	1	0	9482	100	0	0	0	0	0	0	103012	103012	103012	103012	17964	17965	0	0	0	1	1	100	100	100	100	10	20	10	20	23001	71	73	1	3	2	213	0	15067	20	10	1	15068	20	10	1	15069	20	10	2	15070	20	10	2	15071	20	10	3	15072	20	10	3	15073	20	10	4	15074	20	10	4	15075	20	10	5	15076	20	10	5				-1																		0
诅咒者的洞穴(水)	地下	层	807	0	1	1	86400	0	43000	418	249	418	249	0	47019	9	30	9	30	1	1	9650	100	0	0	0	0	0	0	0	103012	103012	103012	17986	17987	0	0	1	19	19	40	60	40	60	10	20	10	20	25024	76	77	1	3	10	213	1																																												-1																		12
诅咒者的洞穴(火)	地下	层	808	0	1	1	86400	0	43000	580	531	580	531	0	47021	9	30	9	30	1	1	9618	100	0	0	0	0	0	0	0	103012	103012	103012	17982	17983	0	0	1	19	19	40	60	40	60	10	20	10	20	25025	76	77	1	3	10	213	1																																												-1																		12
诅咒者的洞穴(地)	地下	层	809	0	1	1	86400	0	43000	356	619	356	619	0	47023	9	30	9	30	1	1	9634	100	0	0	0	0	0	0	0	103012	103012	103012	17984	17985	0	0	1	19	19	40	60	40	60	10	20	10	20	25026	76	77	1	3	10	213	1																																												-1																		12
秘密通道			900	0	1	1	86400	0	46030	5	4	36	9	0	46031	5	3	5	3	1	1	1191	100	0	35103	35103	35103	35103	35103	103012	103012	103012	103012	103012	103012	0	0	0	5	5	40	60	40	60	8	16	8	16	23050	56	58	1	3	0	215	0																																												-1																		0
秘密通道			901	0	1	1	86400	0	46030	5	4	36	9	0	46032	5	3	5	3	1	1	1191	100	0	35103	35103	35103	35103	35103	103012	103012	103012	103012	103012	103012	0	0	0	5	5	40	60	40	60	8	16	8	16	23050	56	58	1	3	0	215	0																																												-1																		0
秘密通道			902	0	1	1	86400	0	46030	5	4	36	9	0	46033	5	3	5	3	1	1	1191	100	0	35103	35103	35103	35103	35103	103012	103012	103012	103012	103012	103012	0	0	0	5	5	40	60	40	60	8	16	8	16	23050	56	58	1	3	0	215	0																																												-1																		0
秘密通道			903	0	1	1	86400	0	46030	5	4	36	9	0	46034	5	3	5	3	1	1	1191	100	0	35103	35103	35103	35103	35103	103012	103012	103012	103012	103012	103012	0	0	0	5	5	40	60	40	60	8	16	8	16	23050	56	58	1	3	0	215	0																																												-1																		0
秘密通道			904	0	1	1	86400	0	46030	5	4	36	9	0	46035	5	3	5	3	1	1	1191	100	0	35103	35103	35103	35103	35103	103012	103012	103012	103012	103012	103012	0	0	0	5	5	40	60	40	60	8	16	8	16	23050	56	58	1	3	0	215	0																																												-1																		0
秘密通道			905	0	1	1	86400	0	46030	5	4	36	9	0	46036	5	3	5	3	1	1	1191	100	0	35103	35103	35103	35103	35103	103012	103012	103012	103012	103012	103012	0	0	0	5	5	40	60	40	60	8	16	8	16	23050	56	58	1	3	0	215	0																																												-1																		0
魔导研究塔		层	906	0	1	1	86400	0	46045	15	8	15	8	0	46047	25	44	25	44	1	0	3256	100	0	15827	15827	15827	15827	15827	103012	103012	103012	103012	12000	12002	0	0	1	16	16	40	80	40	80	10	20	10	20	23049	64	65	1	3	16	214	0																																												-1																		0
麥尼洞穴	 地下	层	907	0	1	1	86400	0	43981	40	39	40	39	0	43982	34	41	34	41	1	1	9466	100	0	0	0	0	0	0	0	13272	0	13273	13272	13273	0	0	1	16	16	30	80	30	80	10	20	10	20	24005	71	71	1	3	16	213	0	11098	20	10	1	11099	20	10	1	11100	20	10	2	11101	20	10	2	15053	20	5	3	15052	20	5	3	15058	20	5	4	15059	20	5	4	15060	20	5	5	15061	20	5	5				-1																		12
岛的洞窟	 地下	层	908	0	1	1	86400	0	46055	14	12	14	12	0	46057	42	28	42	28	1	1	7623	100	0	0	0	0	0	0	103012	103012	103012	103012	13272	13273	0	0	1	9	9	30	80	30	80	10	20	10	20	24008	73	73	1	3	10	213	0																																												-1																		0
岛的洞窟	 地下1	层	909	0	1	1	86400	0	46056	47	4	47	4	0	46058	13	25	13	25	1	1	7623	100	0	0	0	0	0	0	0	103012	103012	103012	13272	13273	0	0	1	9	9	30	80	30	80	10	20	10	20	24008	73	73	1	3	10	213	0																																												-1																		0
厩付狼 固泵		层	911	0	1	1	86400	0	59715	233	116	233	116	0	59715	214	36	214	36	1	1	9482	100	0	0	0	0	0	0	103012	103012	103012	103012	17964	17965	0	0	1	5	5	80	100	80	100	15	20	15	20	306000	20	25	1	5	0	214	1	15068	20	8	1	15070	20	8	1	15072	40	8	1	15074	40	8	1	15076	60	5	1	15079	60	5	1	15080	80	5	1	15081	80	5	1	12497	100	8	1	12499	100	8	1				-1	806343	100															214	0
虫洞	 地下	层	912	0	1	1	86400	0	59503	202	264	204	266	0	59714	33	144	33	144	1	1	7639	100	0	0	0	0	0	0	103012	103012	103012	103012	13272	13273	0	0	1	5	8	50	70	50	70	5	10	10	20	305100	30	35	1	3	10	215	1																																												-1	806344	100	806345	100	806369	100	804830	100										0
羽音洞窟	第	层	913	0	1	1	86400	0	59503	72	161	73	166	0						1	1	9555	100	0	0	0	0	0	0	103012	103012	103012	103012	17974	17975	0	0	1	3	3	60	80	60	80	15	20	15	20	306002	32	35	1	3	0	216	1	15011	20	10	1	15012	20	10	1	15013	20	10	2	15014	20	10	2	15015	15	10	3	15016	15	10	3	15017	15	5	4	15018	15	5	4	15019	10	5	5	15020	10	5	5				-1	806346	100	806347	100														0
贝勒森林-外城1阶		层	914	0	1	1	86400	0	59714	69	111	69	111	0	59717	91	172	91	172	1	1	3256	100	0	15827	15827	15827	15827	15827	103012	103012	103012	103012	12000	12002	0	0	1	3	3	80	100	80	100	20	40	20	40	305110	60	75	2	3	4	214	0																																												-1	806348	100	806349	100														0
贝勒森林　火之领域		阶	915	0	1	1	86400	0	59717	140	71	140	71	0	59717	213	51	213	51	1	1	9618	100	0	0	0	0	0	0	103012	103012	103012	103012	17982	17983	0	0	1	4	5	50	80	50	80	20	40	20	40	305130	67	77	2	3	8	215	1																																												-1	805001	100	805002	100														8
贝勒森林　水之领域		阶	916	0	1	1	86400	0	59717	147	86	147	86	0	59717	242	74	242	74	1	1	9491	100	0	0	0	0	0	0	103012	103012	103012	103012	17966	17967	0	0	1	4	5	60	90	50	90	20	30	20	30	305135	67	77	2	3	10	215	0																																												-1	805003	100	805004	100														2
贝勒森林　土之领域		阶	917	0	1	1	86400	0	59717	183	21	183	21	0	59717	255	93	255	93	1	1	9523	100	0	0	0	0	0	0	103012	103012	103012	103012	17970	17971	0	0	1	4	5	80	100	80	100	30	50	30	50	305125	77	87	2	3	14	215	1																																												-1	805005	100	805006	100														4
贝勒森林　本城	地下	层	918	0	1	1	86400	0	59717	199	108	199	108	0	59717	249	292	249	292	1	1	9344	100	0	0	0	0	0	0	103012	103012	103012	103012	17962	17963	0	0	1	3	8	70	90	60	90	20	30	20	30	305115	67	77	2	0	10	215	1																																												-1	804998	100	804999	100													2	5
贝勒森林　本城	地下	层	919	0	1	1	86400	0	59717	262	320	262	320	0	59717	324	179	324	179	1	1	9344	100	0	0	0	0	0	0	103012	103012	103012	103012	17962	17963	0	0	1	5	6	50	60	50	60	15	30	15	30	305120	77	87	2	0	20	215	1																																												-1	805000	100															2	5
秦历功瘤狼 官冰沥盔	第	瘤措	922	0	1	1	86400	0	59714	122	69	122	69	0	59714	142	69	142	69	1	1	9491	100	0	0	0	0	0	0	103012	103012	103012	103012	17966	17967	0	0	1	4	5	60	90	50	90	20	30	20	30	305180	25	30	2	3	10	215	0																																												-1	806401	100	806459	100	806460	100	806461	100	806462	100	806474	100	806475	100				2
荤去脚狼 康开	地下	层	923	0	1	1	86400	0	59716	166	141	166	141	0	59716	67	184	67	184	1	1	9555	100	0	0	0	0	0	0	103012	103012	103012	103012	17974	17975	0	0	1	5	7	40	80	40	80	10	20	10	20	305202	25	30	1	3	8	214	0					15012	10	5	1	15013	10	5	1	15014	10	5	1	15015	10	5	1	15016	10	5	1	15017	10	5	1	15018	10	5	1	15019	10	5	1	15020	10	5	1				-1																	214	6
深草绿洞	第	层	924	0	1	1	86400	0	59715	315	213	315	213	0	59715	119	86	119	86	1	1	9482	100	0	0	0	0	0	0	103012	103012	103012	103012	17964	17965	0	0	1	5	5	80	100	80	100	20	30	20	30	305220	45	50	1	3	0	214	1	15068	20	8	1	15070	20	8	1	15072	40	8	1	15074	40	8	1	12478	20	5	1	12480	20	5	1	12482	40	8	1	12484	40	8	1	12497	100	10	1	12499	100	10	1				-1	804848	100	804849	100													214	0
怨灵赤窟	第	层	925	0	1	1	86400	0	59715	123	104	123	104	0						1	1	9618	100	0	0	0	0	0	0	103012	103012	103012	103012	17982	17983	0	0	1	8	8	80	100	80	100	20	30	20	30	305221	50	65	2	3	0	214	1																																												-1	804852	100	804853	100	804854	100											214	0
白之练兵场(红)	第	层	936	0	1	1	86400	0	59750	52	159	52	159	0	59750	158	187	158	187	1	1	8177	100	0	0	0	0	0	0	103012	103012	103012	103012	17956	17957	0	0	1	5	5	70	90	70	90	20	30	20	30	306300	60	65	1	3	0	214	1																																												-1	804778	100	804779	100													214	0
白之练兵场(蓝)	第	层	937	0	1	1	86400	0	59750	52	162	52	162	0	59750	158	190	158	190	1	1	8177	100	0	0	0	0	0	0	103012	103012	103012	103012	17956	17957	0	0	1	5	5	70	90	70	90	20	30	20	30	306301	60	65	1	3	0	214	1																																												-1	804780	100	804781	100													214	0
白之练兵场(黄)	第	层	938	0	1	1	86400	0	59750	55	164	55	164	0	59750	156	190	156	190	1	1	8177	100	0	0	0	0	0	0	103012	103012	103012	103012	17956	17957	0	0	1	5	5	70	90	70	90	20	30	20	30	306302	60	65	1	3	0	214	1																																												-1	804782	100	804783	100													214	0
白之练兵场(灰)	第	层	939	0	1	1	86400	0	59750	59	164	59	164	0	59750	156	187	156	187	1	1	8177	100	0	0	0	0	0	0	103012	103012	103012	103012	17956	17957	0	0	1	5	5	70	90	70	90	20	30	20	30	306303	60	65	1	3	0	214	1																																												-1	804784	100	804785	100													214	0
绝密实验场	第	层	940	0	1	1	86400	0	59750	130	77	130	77	0	59750	196	10	196	10	1	1	3256	100	0	15827	15827	15827	15827	15827	103012	103012	103012	103012	12000	12002	0	0	1	3	3	60	70	60	70	10	20	10	20	306304	84	89	1	3	0	214	0																																												-1																	214	0
绝密实验场	第	层	941	0	1	1	86400	0	59750	162	109	162	109	0	59750	230	44	230	44	1	1	3256	100	0	15827	15827	15827	15827	15827	103012	103012	103012	103012	12000	12002	0	0	1	3	3	60	70	60	70	10	20	10	20	306304	84	89	1	3	0	214	0																																												-1																	214	0
绝密实验场	第	层	942	0	1	1	86400	0	59750	208	305	208	305	0	59750	265	79	265	79	1	1	3256	100	0	15827	15827	15827	15827	15827	103012	103012	103012	103012	12000	12002	0	0	1	3	3	60	70	60	70	10	20	10	20	306304	84	89	1	3	0	214	0																																												-1																	214	0
绝密实验场	第	层	943	0	1	1	86400	0	59750	241	338	241	338	0	59750	300	114	300	114	1	1	3256	100	0	15827	15827	15827	15827	15827	103012	103012	103012	103012	12000	12002	0	0	1	3	3	60	70	60	70	10	20	10	20	306304	84	89	1	3	0	214	0																																												-1																	214	0
贝力斯遗迹	地下	层	944	0	1	1	86400	0	32531	9	3	9	3	0	32532	44	28	44	28	1	0	9482	100	0	0	0	0	0	0	103012	103012	103012	103012	17965	17964	0	0	1	14	15	30	40	90	100	20	30	25	30	370014	35	39	1	3	5	214	1	15068	20	8	1	15070	20	8	1	15072	40	8	1	15074	40	8	1	15076	60	8	1	15079	60	8	1	15080	80	8	1	15081	80	8	1	12497	100	5	1	12499	100	5	1				-1																	214	12
里欧波多洞窟	地下	层	16	0	1	1	86400	0	32511	31	23	31	23	0	32531	10	19	17	25	1	1	7623	100	0	0	0	0	0	0	103012	103012	103012	103012	17974	17975	0	0	1	1	8	40	80	40	80	10	20	10	20	370016	21	23	1	3	5	214	0	15100	100	10	10	15101	100	10	10	15102	100	10	10	15292	100	10	10	15293	100	10	10	12197	100	10	10	12198	100	10	10	12199	100	10	10	12488	100	10	10	12489	100	10	10																					214	6
四转之路	第	层	945	0	1	1	86400	0	25002	53	44	53	44	0	938	6	14	6	14	1	1	9344	100	0	0	0	0	0	0	103012	103012	103012	103012	17982	17983	0	0	1	15	15	70	80	70	80	20	30	20	30	100030	100	120	1	1	0	214	1																																												-1																	214	0
地下墓室通道	地下	层	946	0	1	1	86400	0	906	24	19	24	19	0	905	12	18	18	19	1	1	9609	100	0	0	0	0	0	0	103012	103012	17976	17977	17976	17977	0	0	1	15	15	40	80	40	80	15	20	15	20	200011	100	120	1	1	6	213	1																																										1		-1																	210	5
地下迷宫	地下	层	947	0	1	1	86400	0	3100	50	16	50	16	0	31287	15	27	15	27	1	0	1191	100	0	17065	17065	17065	17065	17065	103012	103012	103012	103012	12000	12002	0	0	1	15	15	60	80	60	80	10	20	10	20	200021	100	110	1	1	12	214	0																																												-1																	214	0
井底暗道	地下	层	948	0	1	1	14400	0	62002	8	4	8	4	0	62003	57	115	57	115	1	1	7623	100	0	0	0	0	0	0	0	17954	0	103012	17954	17955	0	0	1	15	15	40	50	40	50	15	20	15	20	200094	100	110	1	1	13	215	1	12219	100	10	1	12220	100	10	1	12221	100	10	1	12222	100	10	1	12223	100	10	1	12207	100	10	1	12208	100	10	1	12209	100	10	1	12210	100	10	1	12213	100	10	1				-1																	201	12
密道	地上	层	949	0	1	1	86400	0	62009	8	4	8	4	0	62010	6	23	6	23	1	0	8175	100	0	0	0	0	0	0	103012	103012	17957	17956	17956	17957	0	0	1	5	5	40	40	40	80	10	20	10	20	200102	100	110	1	4	16	215	0	11622	100	5	1	11623	100	5	1	11624	100	5	1	15000	100	1	1	15003	100	1	1	15005	100	1	1	15007	100	1	1	15009	100	1	1												-1																	202	12
躯干密道	地上	层	950	0	1	1	86400	0	62010	24	6	24	6	0	62011	2	14	2	14	1	0	8175	100	0	0	0	0	0	0	103012	103012	17957	17956	17956	17957	0	0	1	5	5	40	40	40	80	10	20	10	20	200104	100	110	1	4	16	215	0	11622	100	5	1	11623	100	5	1	11624	100	5	1	15000	100	1	1	15003	100	1	1	15005	100	1	1	15007	100	1	1	15009	100	1	1												-1																	202	12
树之心密道	地上	层	951	0	1	1	86400	0	62011	26	4	26	4	0	62012	8	21	8	21	1	0	8175	100	0	0	0	0	0	0	103012	103012	17957	17956	17956	17957	0	0	1	5	5	40	40	40	80	10	20	10	20	200106	100	110	1	4	16	215	0	11622	100	5	1	11623	100	5	1	11624	100	5	1	15000	100	1	1	15003	100	1	1	15005	100	1	1	15007	100	1	1	15009	100	1	1												-1																	202	12
龙之森林	第	空间	955	0	1	1	86400	0	62015	82	20	132	69	0	62019	13	19	13	19	1	0	9344	100	0	0	0	0	0	0	103012	103012	103012	103012	17962	17963	0	0	1	10	10	30	100	30	100	20	30	20	30	200110	150	160	1	3	32	215	0	10094	100	4	1	10090	100	4	1	10091	100	4	1	12458	100	62	1	12459	100	50	1	12463	100	3	1	12460	100	2	1	11627	100	1	1	12471	100	5	1	15064	50	1	1				-1	96286	100															220	5
龙之森林	第	空间	956	0	1	1	86400	0	62015	95	46	131	115	0	62020	13	19	13	19	1	0	9344	100	0	0	0	0	0	0	103012	103012	103012	103012	17962	17963	0	0	1	10	10	30	100	30	100	20	30	20	30	200110	150	160	1	3	32	215	0	10094	100	4	1	10090	100	4	1	10091	100	4	1	12458	100	62	1	12459	100	50	1	12463	100	3	1	12460	100	2	1	11627	100	1	1	12471	100	5	1	15064	50	1	1				-1	96286	100	96345	100													220	5
龙之森林	第	空间	957	0	1	1	86400	0	62015	11	91	42	132	0	62021	13	19	13	19	1	0	9344	100	0	0	0	0	0	0	103012	103012	103012	103012	17962	17963	0	0	1	10	10	30	100	30	100	20	30	20	30	200110	150	160	1	3	32	215	0	10094	100	4	1	10090	100	4	1	10091	100	4	1	12458	100	62	1	12459	100	50	1	12463	100	3	1	12460	100	2	1	11627	100	1	1	12471	100	5	1	15064	50	1	1				-1	96286	100															220	5
龙之森林	第	空间	958	0	1	1	86400	0	62015	14	45	99	81	0	62022	13	19	13	19	1	0	9344	100	0	0	0	0	0	0	103012	103012	103012	103012	17962	17963	0	0	1	10	10	30	100	30	100	20	30	20	30	200110	150	160	1	3	32	215	0	10094	100	4	1	10090	100	4	1	10091	100	4	1	12458	100	62	1	12459	100	50	1	12463	100	3	1	12460	100	2	1	11627	100	1	1	12471	100	5	1	15064	50	1	1				-1	96286	100															220	5
龙之森林	第	空间	959	0	1	1	86400	0	62015	97	32	129	130	0	62023	13	19	13	19	1	0	9344	100	0	0	0	0	0	0	103012	103012	103012	103012	17962	17963	0	0	1	10	10	30	100	30	100	20	30	20	30	200110	150	160	1	3	32	215	0	10094	100	4	1	10090	100	4	1	10091	100	4	1	12458	100	62	1	12459	100	50	1	12463	100	3	1	12460	100	2	1	11627	100	1	1	12471	100	5	1	15064	50	1	1				-1	96286	100	96348	100													220	5
艾莉的家	地下	层	960	0	1	1	86400	0	30121	10	13	10	13	0						1	1	9539	100	0	0	0	0	0	0	17981	17980	103012	103012	17972	17973	0	0	1	3	3	50	70	50	70	15	20	15	20	200125	105	115	1	3	0	215	1	15157	40	10	1	15158	40	10	1	15159	40	10	1	15160	40	10	1	15161	40	10	1	15162	40	10	1	15163	40	10	1	15164	40	10	1	15165	40	10	1	15166	40	10	1				-1																	210	12
